percent,パー
tongue,タン
princess,プリンセス
motivation,モチベーション
rum,ラム
den,エデン
straw,ストロー
der,デア
peer,ピアー
al,アル
enter,エンター
cylinder,シリンダー
tough,タフ
mes,メス
highvision,ハイビジョン
roof,ルーフ
waltz,ワルツ
objet,オブジェ
sedan,セダン
chair,チェア
focus,フォーカス
flooring,フローリング
bouquet,ブーケ
it,イット
thanol,エタノール
operation,オペ
kali,カリ
theory,セオリー
del,デル
wrestler,レスラー
roller,ローラー
cutsewn,カットソー
cleaner,クリーナー
tuna,ツナ
pulp,パルプ
biscuit,ビスキュイ
blind,ブラインド
handbag,ハンドバッグ
basil,バジル
march,マーチ
affein,カフェイン
cube,キューブ
great,グレート
foul,ファウル
pendant,ペンダント
reel,リール
crane,クレーン
shorts,ショーツ
dead,デッド
nano,ナノ
picnic,ピクニック
footer,フッター
recruit,リクルート
illustrator,イラストレーター
estern,ウエスタン
thinner,シンナー
jewelry,ジュエリー
stewardess,スッチー
di,ディ
dear,ディアー
website,ウェブサイト
cinema,シネ
strobo,ストロボ
pantie,パンティー
banner,バナー
pub,パブ
fighter,ファイター
mango,マンゴー
motto,モットー
setup,セットアップ
baroque,バロック
history,ヒストリー
eagle,イーグル
gratin,グラタン
kombinat,コンビナート
dilemma,ジレンマ
nude,ヌード
fastener,ファスナー
gift,ギフト
sari,サリー
tap,タップ
daily,デーリー
killer,キラー
giant,ジャイアント
mound,マウンド
island,アイランド
aqua,アクア
cue,キュー
ir,サー
spirit,スピリット
conte,コント
scooter,スクーター
tyrol,スチロール
cello,チェロ
chimpanzee,チンパンジー
hatch,ハッチ
biotechnology,バイテク
fish,フィッシュ
phoenix,フェニックス
foot,フット
frontier,フロンティア
boxer,ボクサー
aroma,アロマ
coconut,ココナッツ
consomme,コンソメ
joule,ジュール
sporty,スポーティー
leaf,リーフ
ntegratedrivelectronics,アイディーイー
glucose,グルコース
sarin,サリン
democracy,デモクラシー
hanger,ハンガー
badminton,バドミントン
ethan,メタン
therapy,セラピー
bug,バグ
personality,パーソナリティー
financial,ファイナンシャル
hertz,ヘルツ
response,レス
clock,クロック
surfing,サーフィン
felt,フェルト
matrix,マトリックス
eurose,ノイローゼ
videotape,ビデオテープ
beau,ボー
escalator,エスカレーター
jeanspants,ジーパン
parking,パーキング
bean,ビーン
pain,ペイン
potential,ポテンシャル
lodge,ロッジ
away,アウェー
cabin,キャビン
sugar,シュガー
bargain,バーゲン
bonnet,ボンネット
mart,マート
meet,ミート
your,ユア
looks,ルックス
rotor,ローター
ego,エゴ
nicotine,ニコチン
nickname,ニックネーム
bazaar,バザー
perfect,パーフェクト
instructor,インストラクター
controller,コントローラー
tight,タイト
baseball,ベースボール
metabolic,メタボ
clitoris,クリトリス
platina,プラチナ
motion,モーション
guy,ガイ
thrill,スリル
factory,ファクトリー
blond,ブロンド
synchro,シンクロ
batting,バッティング
burger,バーガー
boutique,ブティック
racer,レーサー
southern,サザン
rod,ロッド
rose,ローズ
rotary,ロータリー
eros,エロス
commando,コマンド
cinnamon,シナモン
chocolat,ショコラ
scanner,スキャナー
sen,セン
import,インポート
delicate,デリケート
hub,ハブ
okra,オクラ
stamina,スタミナ
purple,パープル
brassiere,ブラジャー
miniature,ミニチュア
racket,ラケット
oriental,オリエンタル
pineapple,パイナップル
apparel,アパレル
therapist,セラピスト
soprano,ソプラノ
waist,ウエスト
sweat,スウェット
builder,ビルダー
finish,フィニッシュ
ester,エステル
pastel,パス
pure,ピュア
marina,マリーナ
reach,リーチ
interphone,インターホン
waiter,ウエーター
enamel,エナメル
manicure,マニキュア
amita,ミダ
competition,コンペティション
just,ジャスト
spyware,スパイウェア
chapter,チャプター
pacific,パシフィック
better,ベター
monochrome,モノクローム
rainbow,レインボー
wink,ウインク
search,サーチ
ikh,シーク
gelatin,ゼラチン
flag,フラッグ
seed,シード
scheme,スキーム
trumpet,トランペット
highlight,ハイライト
parody,パロディー
yes,イエス
stakes,ステークス
tango,タンゴ
bias,バイアス
vic,ビック
flon,フロン
remake,リメーク
earring,イヤリング
extra,エキストラ
customize,カスタマイズ
sequence,シークエンス
sticker,ステッカー
checkpoint,チェックポイント
toaster,トースター
blade,ブレード
price,プライス
scoop,スクープ
nonfiction,ノンフィクション
barrel,バーレル
palace,パレス
mild,マイルド
lime,ライム
stall,ストール
socket,ソケット
dahlia,ダリア
buffer,バッファー
planter,プランター
coupon,クーポン
shy,シャイ
dramatic,ドラマチック
inux,リナックス
input,インプット
catchphrase,キャッチフレーズ
birthday,バースデー
vintage,ビンテージ
realism,リアリズム
athlete,アスリート
arrangement,アレンジメント
unbalance,アンバランス
electronics,エレクトロニクス
kilohertz,キロヘルツ
corporation,コーポレーション
chassis,シャーシー
joint,ジョイント
trio,トリオ
feminism,フェミニズム
rotation,ローテ
survival,サバイバル
screw,スクリュー
narration,ナレーション
connection,コネクション
startingmember,スタメン
ceremony,セレモニー
powerful,パワフル
acintosh,マッキントッシュ
margin,マージン
audition,オーディション
crepe,クレープ
gravure,グラビール
dubbing,ダビング
dessin,デッサン
portable,ポータブル
mount,マウント
wrestling,レスリング
assist,アシスト
oak,オーク
convention,コンベンション
template,テンプレート
paradise,パラダイス
morfine,モヒ
emerald,エメラルド
catcher,キャッチャー
grapefruit,グレープフルーツ
secret,シークレット
toss,トス
transistor,トランジスタ
drift,ドリフト
beauty,ビューティー
frill,フリル
arcade,アーケード
engineering,エンジニアリング
cabinet,キャビネ
apanese,ジャパニーズ
junk,ジャンク
firewall,ファイアーウォール
mushroom,マッシュルーム
ach,マッハ
reasonable,リーズナブル
algorithm,アルゴリズム
crank,クランク
polymer,ポリマー
coloring,カラーリング
kilobyte,キロバイト
shah,シャー
cereal,シリアル
ska,スカ
harp,ハープ
dump,ダンプ
people,ピープル
rack,ラック
ecology,エコロジー
carp,カープ
connector,コネクター
colony,コロニー
diode,ダイオード
nouveau,ヌーボー
alloween,ハロウィーン
gardening,ガーデニング
creative,クリエーティブ
tenant,テナント
flannel,フランネル
place,プレース
bodyguard,ボディーガード
outlet,アウトレット
sian,アジアン
effect,エフェクト
element,エレメント
god,ゴッド
diver,ダイバー
trailer,トレーラー
formal,ホルマール
esse,メッセ
atom,アトム
caste,カースト
chiffon,シフォン
scrap,スクラップ
saute,ソテー
nut,ナット
pioneer,パイオニア
medical,メディカル
rebound,リバウンド
economy,エコノミー
ermane,ゲルマン
smoke,スモーク
buffalo,バッファロー
bronze,ブロンズ
hope,ホープ
melanin,メラニン
merry,メリー
reference,レファレンス
cyber,サイバー
disco,ディスコ
dr,ドール
bingo,ビンゴ
adonna,マドンナ
mel,メル
mosque,モスク
writing,ライティング
revenge,リベンジ
chaos,カオス
cycling,サイクリング
jay,ジェイ
small,スモール
tackle,タックル
discussion,ディスカッション
donor,ドナー
patch,パッチ
primary,プライマリー
porter,ポルテ
idling,アイドリング
nglish,イングリッシュ
watching,ウォッチング
nirvana,ニルバーナ
picture,ピクチャー
headphone,ヘッドホン
repertory,レパートリー
kompas,コンパス
skyline,スカイライン
trimming,トリミング
drier,ドライヤー
virgin,バージン
lover,ラバー
lamb,ラム
leave,リーブ
wet,ウエット
jaguar,ジャガー
trap,タラップ
buffet,ビュッフェ
statement,ステートメント
charm,チャーム
role,ロール
animal,アニマル
eminar,ゼミ
tenor,テナー
hernia,ヘルニア
estrogen,エストロゲン
omelet,オムレツ
clover,クローバー
grass,グラス
cottage,カッテージ
standby,スタンバイ
drugstore,ドラッグストアー
ballade,バラード
polyp,ポリープ
lame,レーム
repeater,リピーター
asparagus,アスパラガス
alto,アルト
arrow,アロー
entrance,エントランス
slider,スライダー
swap,スワップ
technical,テクニカル
radical,ラジカル
wrapping,ラッピング
resource,リソース
offer,オファー
severe,シビア
swimming,スイミング
solar,ソーラー
children,チルドレン
paprika,パプリカ
programmer,プログラマー
pepper,ペッパー
boiler,ボイラー
operator,オペレーター
marking,マーキング
camisole,キャミ
gradation,グラデ
atan,サタン
shield,シールド
harbor,ハーバー
brooch,ブローチ
macaroni,マカロニ
ride,ライド
wind,ワインド
cocaine,コカイン
jack,ジャッキ
hijack,ハイジャック
eat,イート
orgasm,オーガズム
custard,カスタード
question,クエスチョン
component,コンポ
navy,ネービー
broker,ブローカー
accident,アクシデント
about,アバウト
emblem,エンブレム
cleansing,クレンジング
cockpit,コックピット
jumbo,ジャンボ
yaksa,ヤクシャ
entropy,エントロピー
eau,オー
flora,フローラ
vegetarian,ベジタリアン
liquid,リキッド
liqueur,リキュール
avatar,アバ
ethnic,エスニック
guarantee,ギャランティー
della,デラ
triple,トリプル
hyper,ハイパー
freeze,フリーズ
brain,ブレーン
metro,メトロ
langue,ラング
reader,リーダー
retort,レトルト
left,レフト
wireless,ワイヤレス
gala,ガラ
scope,スコープ
humanism,ヒューマニズム
tanker,タンカー
cakra,チャクラ
sparagus,アスパラ
kurk,コルク
veludo,ビロード
feminine,フェミニン
hop,ホップ
rouge,ルージュ
edition,エディション
carta,カルタ
gown,ガウン
shocking,ショッキング
hia,シーア
pitching,ピッチング
pencil,ペンシル
asselgerausch,ラッセル
ivy,アイビー
grid,グリッド
techno,テクノ
don,ドン
framework,フレームワーク
material,マテリアル
ruby,ルビ
tractor,トラクター
trace,トレース
dawn,ドーン
ombe,ボンベ
maniac,マニアック
miniskirt,ミニスカ
mince,ミンチ
methyl,メチル
ithium,リチウム
limit,リミット
expert,エキスパート
casting,キャスティング
tar,タール
toe,トー
hurricane,ハリケーン
bunt,バント
hysteric,ヒステリック
period,ピリオド
fine,フィーネ
what,ホワット
lesbian,レスビアン
earphone,イヤホン
interferon,インターフェロン
economic,エコノミック
cult,カルト
kiwi,キウイ
clos,クロー
symphony,シンフォニー
this,ディス
brushing,ブラッシング
bone,ボーン
pons,ポンス
more,モア
initial,イニシャル
sash,サッシュ
stylish,スタイリッシュ
dumbbell,ダンベル
vis,ビス
polio,ポリオ
pork,ポーク
movement,ムーブメント
rabbi,ラビ
orthodox,オーソドックス
mascot,マスコット
chandelier,シャンデリア
halon,ハロン
paradox,パラドックス
phantom,ファントム
humorous,ユーモラス
ash,アッシュ
cadmium,カドミ
gill,ギル
south,サウス
teamwork,チームワーク
prologue,プロローグ
corporate,コーポレート
dribble,ドリブル
resist,レジスト
gondola,ゴンドラ
tic,チック
drei,ドライ
ampere,アンペア
cab,キャブ
nice,ナイス
hilharmonie,フィルハーモニー
olyester,ポリエステル
margarine,マーガリン
replica,レプリカ
agency,エージェンシー
ombudsman,オンブズマン
ocean,オーシャン
ghost,ゴースト
